,Drug Original Name,Concentration
1089,RITUXIMAB ,100 MG/10 ML INY 10 ML
1090,RITUXIMAB ,100 MG/10 ML INY 10 ML
1091,RITUXIMAB ,100 MG/10 ML INY 10 ML
1092,RITUXIMAB ,100 MG/10 ML INY 10 ML
1093,RITUXIMAB ,100 MG/10 ML INY 10 ML
1094,RITUXIMAB ,100 MG/10 ML INY 10 ML
1095,RITUXIMAB ,500 MG/50 ML INY 50 ML
1096,RITUXIMAB ,500 MG/50 ML INY 50 ML
1097,RITUXIMAB ,500 MG/50 ML INY 50 ML
1098,RITUXIMAB ,500 MG/50 ML INY 50 ML
1099,RITUXIMAB ,500 MG/50 ML INY 50 ML
1100,RITUXIMAB ,500 MG/50 ML INY 50 ML
1101,RITUXIMAB ,500 MG/50 ML INY 50 ML
1102,RITUXIMAB ,500 MG/50 ML INY 50 ML
1103,RITUXIMAB ,500 MG/50 ML INY 50 ML
1104,RITUXIMAB ,500 MG/50 ML INY 50 ML
1105,RITUXIMAB ,500 MG/50 ML INY 50 ML
1106,RITUXIMAB ,500 MG/50 ML INY 50 ML
1107,RITUXIMAB ,500 MG/50 ML INY 50 ML
1108,RITUXIMAB ,500 MG/50 ML INY 50 ML
1109,RITUXIMAB ,500 MG/50 ML INY 50 ML
1110,RITUXIMAB ,100 MG/10 ML INY 10 ML
1111,RITUXIMAB ,100 MG/10 ML INY 10 ML
1112,RITUXIMAB ,100 MG/10 ML INY 10 ML
1113,RITUXIMAB ,100 MG/10 ML INY 10 ML
1114,RITUXIMAB ,100 MG/10 ML INY 10 ML
1115,RITUXIMAB ,100 MG/10 ML INY 10 ML
1116,RITUXIMAB ,100 MG/10 ML INY 10 ML
1117,RITUXIMAB ,100 MG/10 ML INY 10 ML
1118,RITUXIMAB ,100 MG/10 ML INY 10 ML
1119,RITUXIMAB ,100 MG/10 ML INY 10 ML
1120,RITUXIMAB ,100 MG/10 ML INY 10 ML
1121,RITUXIMAB ,500 MG/50 ML INY 50 ML
1122,RITUXIMAB ,500 MG/50 ML INY 50 ML
1123,RITUXIMAB ,500 MG/50 ML INY 50 ML
1124,RITUXIMAB ,500 MG/50 ML INY 50 ML
1125,RITUXIMAB ,500 MG/50 ML INY 50 ML
1126,RITUXIMAB ,500 MG/50 ML INY 50 ML
1127,RITUXIMAB ,500 MG/50 ML INY 50 ML
1128,RITUXIMAB ,500 MG/50 ML INY 50 ML
1129,RITUXIMAB ,500 MG/50 ML INY 50 ML
1130,RITUXIMAB ,500 MG/50 ML INY 50 ML
1131,RITUXIMAB ,500 MG/50 ML INY 50 ML
1132,RITUXIMAB ,500 MG/50 ML INY 50 ML
1133,RITUXIMAB ,500 MG/50 ML INY 50 ML
1134,RITUXIMAB ,500 MG/50 ML INY 50 ML
1135,FLUOROURACILO ,50 MG/ML INY 5 ML
1136,FLUOROURACILO ,50 MG/ML INY 5 ML
1137,FLUOROURACILO ,50 MG/ML INY 5 ML
1138,FLUOROURACILO ,50 MG/ML INY 5 ML
1139,FLUOROURACILO ,50 MG/ML INY 5 ML
1140,FLUOROURACILO ,50 MG/ML INY 5 ML
1141,FLUOROURACILO ,50 MG/ML INY 5 ML
1142,FLUOROURACILO ,50 MG/ML INY 5 ML
1143,FLUOROURACILO ,50 MG/ML INY 5 ML
1144,PACLITAXEL ,100 MG/16.7 ML  INY
1145,PACLITAXEL ,100 MG/16.7 ML  INY
1146,PACLITAXEL ,100 MG/16.7 ML  INY
1147,PACLITAXEL ,100 MG/16.7 ML  INY
1148,PACLITAXEL ,100 MG/16.7 ML  INY
1149,PACLITAXEL ,100 MG/16.7 ML  INY
1150,PACLITAXEL ,100 MG/16.7 ML  INY
1151,PACLITAXEL ,100 MG/16.7 ML  INY
1152,PACLITAXEL ,100 MG/16.7 ML  INY
1153,PACLITAXEL ,100 MG/16.7 ML  INY
1154,PACLITAXEL ,100 MG/16.7 ML  INY
1155,PACLITAXEL ,100 MG/16.7 ML  INY
1156,PACLITAXEL ,100 MG/16.7 ML  INY
1157,PACLITAXEL ,100 MG/16.7 ML  INY
1158,PACLITAXEL ,100 MG/16.7 ML  INY
1159,PACLITAXEL ,100 MG/16.7 ML  INY
1160,PACLITAXEL ,100 MG/16.7 ML  INY
1161,PACLITAXEL ,100 MG/16.7 ML  INY
1162,PACLITAXEL ,100 MG/16.7 ML  INY
1163,PACLITAXEL ,100 MG/16.7 ML  INY
1164,PACLITAXEL ,100 MG/16.7 ML  INY
1165,PACLITAXEL ,300 MG INY 50ML
1166,PACLITAXEL ,300 MG INY 50ML
1167,PACLITAXEL ,300 MG INY 50ML
1168,PACLITAXEL ,300 MG INY 50ML
1169,PACLITAXEL ,300 MG INY 50ML
1170,PACLITAXEL ,300 MG INY 50ML
1171,PACLITAXEL ,300 MG INY 50ML
1172,PACLITAXEL ,300 MG INY 50ML
1173,FLUOROURACILO ,500 MG INY
1174,FLUOROURACILO ,500 MG INY
1175,FLUOROURACILO ,500 MG INY
1176,FLUOROURACILO ,500 MG INY
1177,FLUOROURACILO ,500 MG INY
1178,FLUOROURACILO ,500 MG INY
1179,FLUOROURACILO ,500 MG INY
1180,FLUOROURACILO ,500 MG INY
1181,FLUOROURACILO ,500 MG INY
1182,FLUOROURACILO ,500 MG INY
1183,FLUOROURACILO ,500 MG INY
1184,FLUOROURACILO ,500 MG INY
1185,FLUOROURACILO ,500 MG INY
1186,IFOSFAMIDA ,1 G INY
1187,IFOSFAMIDA ,1 G INY
1188,IFOSFAMIDA ,1 G INY
1189,IFOSFAMIDA ,1 G INY
1190,IFOSFAMIDA ,1 G INY
1191,IFOSFAMIDA ,1 G INY
1192,IFOSFAMIDA ,1 G INY
1193,IFOSFAMIDA ,1 G INY
1194,IFOSFAMIDA ,1 G INY
1195,IFOSFAMIDA ,1 G INY
1196,IFOSFAMIDA ,1 G INY
1197,IFOSFAMIDA ,1 G INY
1198,IFOSFAMIDA ,1 G INY
1199,IFOSFAMIDA ,1 G INY
1200,IFOSFAMIDA ,1 G INY
1201,IFOSFAMIDA ,1 G INY
1202,CAPECITABINA ,500 MG TAB
1203,CAPECITABINA ,500 MG TAB
1204,CAPECITABINA ,500 MG TAB
1205,CAPECITABINA ,500 MG TAB
1206,CAPECITABINA ,500 MG TAB
1207,CAPECITABINA ,500 MG TAB
1208,CAPECITABINA ,500 MG TAB
1209,CAPECITABINA ,500 MG TAB
1210,CAPECITABINA ,500 MG TAB
1211,CAPECITABINA ,500 MG TAB
1212,CAPECITABINA ,500 MG TAB
1213,CAPECITABINA ,500 MG TAB
1214,CAPECITABINA ,500 MG TAB
1215,CAPECITABINA ,500 MG TAB
1216,CAPECITABINA ,500 MG TAB
1217,CAPECITABINA ,500 MG TAB
1218,CAPECITABINA ,500 MG TAB
1219,CAPECITABINA ,500 MG TAB
1220,CAPECITABINA ,500 MG TAB
1221,CAPECITABINA ,500 MG TAB
1222,SODIUM METHOTREXATE ,500 MG INY 20 ML
1223,SODIUM METHOTREXATE ,500 MG INY 20 ML
1224,SODIUM METHOTREXATE ,500 MG INY 20 ML
1225,SODIUM METHOTREXATE ,500 MG INY 20 ML
1226,SODIUM METHOTREXATE ,500 MG INY 20 ML
1227,SODIUM METHOTREXATE ,500 MG INY 20 ML
1228,SODIUM METHOTREXATE ,500 MG INY 20 ML
1229,SODIUM METHOTREXATE ,500 MG INY 20 ML
1230,SODIUM METHOTREXATE ,500 MG INY 20 ML
1231,SODIUM METHOTREXATE ,500 MG INY 20 ML
1232,SODIUM METHOTREXATE ,500 MG INY 20 ML
1233,SODIUM METHOTREXATE ,500 MG INY 20 ML
1234,SODIUM METHOTREXATE ,500 MG INY 20 ML
1235,SODIUM METHOTREXATE ,500 MG INY 20 ML
1236,SODIUM METHOTREXATE ,500 MG INY 20 ML
1237,SODIUM METHOTREXATE ,500 MG INY 20 ML
1238,PACLITAXEL ,30 MG INY 5 ML
1239,PACLITAXEL ,30 MG INY 5 ML
1240,PACLITAXEL ,30 MG INY 5 ML
1241,PACLITAXEL ,30 MG INY 5 ML
1242,PACLITAXEL ,30 MG INY 5 ML
1243,PACLITAXEL ,30 MG INY 5 ML
1244,PACLITAXEL ,30 MG INY 5 ML
1245,PACLITAXEL ,30 MG INY 5 ML
1246,PACLITAXEL ,30 MG INY 5 ML
1247,PACLITAXEL ,30 MG INY 5 ML
1248,VINCRISTINE SULFATO ,1 MG
1249,VINCRISTINE SULFATO ,1 MG
1250,VINCRISTINE SULFATO ,1 MG
1251,VINCRISTINE SULFATO ,1 MG
1252,VINCRISTINE SULFATO ,1 MG
1253,VINCRISTINE SULFATO ,1 MG
1254,VINCRISTINE SULFATO ,1 MG
1255,VINCRISTINE SULFATO ,1 MG
1256,VINCRISTINE SULFATO ,1 MG
1257,VINCRISTINE SULFATO ,1 MG
1258,VINCRISTINE SULFATO ,1 MG
1259,VINCRISTINE SULFATO ,1 MG
1260,VINCRISTINE SULFATO ,1 MG
1261,VINCRISTINE SULFATO ,1 MG
1262,VINCRISTINE SULFATO ,1 MG
1263,VINCRISTINE SULFATO ,1 MG
1264,VINCRISTINE SULFATO ,1 MG
1265,VINCRISTINE SULFATO ,1 MG
1266,VINCRISTINE SULFATO ,1 MG
1267,VINCRISTINE SULFATO ,1 MG
1268,MESNA ,100 MG/ML INY 4 ML
1269,MESNA ,100 MG/ML INY 4 ML
1270,MESNA ,100 MG/ML INY 4 ML
1271,MESNA ,100 MG/ML INY 4 ML
1272,MESNA ,100 MG/ML INY 4 ML
1273,MESNA ,100 MG/ML INY 4 ML
1274,MESNA ,100 MG/ML INY 4 ML
1275,MESNA ,100 MG/ML INY 4 ML
1276,MESNA ,100 MG/ML INY 4 ML
1277,MESNA ,100 MG/ML INY 4 ML
1278,MESNA ,100 MG/ML INY 4 ML
1279,MESNA ,100 MG/ML INY 4 ML
1280,MESNA ,100 MG/ML INY 4 ML
1281,MESNA ,100 MG/ML INY 4 ML
1282,MESNA ,100 MG/ML INY 4 ML
1283,MESNA ,100 MG/ML INY 4 ML
1284,METOTREXATO ,50 MG
1285,METOTREXATO ,50 MG
1286,METOTREXATO ,50 MG
1287,METOTREXATO ,50 MG
1288,METOTREXATO ,50 MG
1289,METOTREXATO ,50 MG
1290,METOTREXATO ,50 MG
1291,METOTREXATO ,50 MG
1292,METOTREXATO ,50 MG
1293,METOTREXATO ,50 MG
1294,METOTREXATO ,50 MG
1295,METOTREXATO ,50 MG
1296,METOTREXATO ,50 MG
1297,METOTREXATO ,50 MG
1298,METOTREXATO ,50 MG
1299,METOTREXATO ,50 MG
1300,SODIUM METHOTREXATE ,2.5 MG TAB
1301,SODIUM METHOTREXATE ,2.5 MG TAB
1302,SODIUM METHOTREXATE ,2.5 MG TAB
1303,SODIUM METHOTREXATE ,2.5 MG TAB
1304,SODIUM METHOTREXATE ,2.5 MG TAB
1305,SODIUM METHOTREXATE ,2.5 MG TAB
1306,SODIUM METHOTREXATE ,2.5 MG TAB
1307,SODIUM METHOTREXATE ,2.5 MG TAB
1308,SODIUM METHOTREXATE ,2.5 MG TAB
1309,SODIUM METHOTREXATE ,2.5 MG TAB
1310,SODIUM METHOTREXATE ,2.5 MG TAB
1311,SODIUM METHOTREXATE ,2.5 MG TAB
1312,SODIUM METHOTREXATE ,2.5 MG TAB
1313,SODIUM METHOTREXATE ,2.5 MG TAB
1314,SODIUM METHOTREXATE ,2.5 MG TAB
1315,SODIUM METHOTREXATE ,2.5 MG TAB
1316,SODIUM METHOTREXATE ,2.5 MG TAB
1317,SODIUM METHOTREXATE ,2.5 MG TAB
1318,SODIUM METHOTREXATE ,2.5 MG TAB
1319,SODIUM METHOTREXATE ,2.5 MG TAB
1320,SODIUM METHOTREXATE ,2.5 MG TAB
1321,SODIUM METHOTREXATE ,2.5 MG TAB
1322,SODIUM METHOTREXATE ,2.5 MG TAB
1323,SODIUM METHOTREXATE ,2.5 MG TAB
1324,SODIUM METHOTREXATE ,2.5 MG TAB
1325,SODIUM METHOTREXATE ,2.5 MG TAB
1326,SODIUM METHOTREXATE ,2.5 MG TAB
1327,SODIUM METHOTREXATE ,2.5 MG TAB
1328,SODIUM METHOTREXATE ,2.5 MG TAB
1329,SODIUM METHOTREXATE ,2.5 MG TAB
1330,SODIUM METHOTREXATE ,2.5 MG TAB
1331,SODIUM METHOTREXATE ,2.5 MG TAB
1332,SODIUM METHOTREXATE ,2.5 MG TAB
1333,SODIUM METHOTREXATE ,2.5 MG TAB
1334,SODIUM METHOTREXATE ,2.5 MG TAB
1335,SODIUM METHOTREXATE ,2.5 MG TAB
1336,SODIUM METHOTREXATE ,2.5 MG TAB
1337,RITUXIMAB ,100 MG/10 ML INY 10 ML
1338,RITUXIMAB ,100 MG/10 ML INY 10 ML
1339,RITUXIMAB ,100 MG/10 ML INY 10 ML
1340,RITUXIMAB ,100 MG/10 ML INY 10 ML
1341,RITUXIMAB ,100 MG/10 ML INY 10 ML
1342,RITUXIMAB ,100 MG/10 ML INY 10 ML
1343,RITUXIMAB ,100 MG/10 ML INY 10 ML
1344,RITUXIMAB ,100 MG/10 ML INY 10 ML
1345,RITUXIMAB ,100 MG/10 ML INY 10 ML
1346,RITUXIMAB ,100 MG/10 ML INY 10 ML
1347,RITUXIMAB ,100 MG/10 ML INY 10 ML
1348,RITUXIMAB ,100 MG/10 ML INY 10 ML
1349,RITUXIMAB ,100 MG/10 ML INY 10 ML
1350,RITUXIMAB ,100 MG/10 ML INY 10 ML
1351,RITUXIMAB ,100 MG/10 ML INY 10 ML
1352,RITUXIMAB ,500 MG/50 ML INY 50 ML
1353,RITUXIMAB ,500 MG/50 ML INY 50 ML
1354,RITUXIMAB ,500 MG/50 ML INY 50 ML
1355,RITUXIMAB ,500 MG/50 ML INY 50 ML
1356,RITUXIMAB ,500 MG/50 ML INY 50 ML
1357,RITUXIMAB ,500 MG/50 ML INY 50 ML
1358,RITUXIMAB ,500 MG/50 ML INY 50 ML
1359,RITUXIMAB ,500 MG/50 ML INY 50 ML
1360,RITUXIMAB ,500 MG/50 ML INY 50 ML
1361,RITUXIMAB ,500 MG/50 ML INY 50 ML
1362,RITUXIMAB ,500 MG/50 ML INY 50 ML
1363,RITUXIMAB ,500 MG/50 ML INY 50 ML
1364,RITUXIMAB ,500 MG/50 ML INY 50 ML
1365,RITUXIMAB ,500 MG/50 ML INY 50 ML
1366,FLUOROURACILO ,500 MG INY
1367,FLUOROURACILO ,500 MG INY
1368,FLUOROURACILO ,500 MG INY
1369,FLUOROURACILO ,500 MG INY
1370,FLUOROURACILO ,500 MG INY
1371,FLUOROURACILO ,500 MG INY
1372,FLUOROURACILO ,500 MG INY
1373,FLUOROURACILO ,500 MG INY
1374,FLUOROURACILO ,500 MG INY
1375,FLUOROURACILO ,500 MG INY
1376,FLUOROURACILO ,500 MG INY
1377,IFOSFAMIDA ,1 G INY
1378,IFOSFAMIDA ,1 G INY
1379,IFOSFAMIDA ,1 G INY
1380,IFOSFAMIDA ,1 G INY
1381,IFOSFAMIDA ,1 G INY
1382,IFOSFAMIDA ,1 G INY
1383,IFOSFAMIDA ,1 G INY
1384,IFOSFAMIDA ,1 G INY
1385,IFOSFAMIDA ,1 G INY
1386,IFOSFAMIDA ,1 G INY
1387,IFOSFAMIDA ,1 G INY
1388,IFOSFAMIDA ,1 G INY
1389,IFOSFAMIDA ,1 G INY
1390,PACLITAXEL ,100 MG/16.7 ML  INY
1391,PACLITAXEL ,100 MG/16.7 ML  INY
1392,PACLITAXEL ,100 MG/16.7 ML  INY
1393,PACLITAXEL ,100 MG/16.7 ML  INY
1394,PACLITAXEL ,100 MG/16.7 ML  INY
1395,PACLITAXEL ,100 MG/16.7 ML  INY
1396,PACLITAXEL ,100 MG/16.7 ML  INY
1397,PACLITAXEL ,100 MG/16.7 ML  INY
1398,PACLITAXEL ,100 MG/16.7 ML  INY
1399,PACLITAXEL ,100 MG/16.7 ML  INY
1400,PACLITAXEL ,100 MG/16.7 ML  INY
1401,PACLITAXEL ,100 MG/16.7 ML  INY
1402,PACLITAXEL ,100 MG/16.7 ML  INY
1403,PACLITAXEL ,100 MG/16.7 ML  INY
1404,PACLITAXEL ,30 MG INY 5 ML
1405,PACLITAXEL ,30 MG INY 5 ML
1406,PACLITAXEL ,30 MG INY 5 ML
1407,PACLITAXEL ,30 MG INY 5 ML
1408,PACLITAXEL ,30 MG INY 5 ML
1409,PACLITAXEL ,30 MG INY 5 ML
1410,PACLITAXEL ,30 MG INY 5 ML
1411,PACLITAXEL ,30 MG INY 5 ML
1412,PACLITAXEL ,30 MG INY 5 ML
1413,PACLITAXEL ,30 MG INY 5 ML
1414,MERCAPTOPURINA ,50 MG TAB
1415,MERCAPTOPURINA ,50 MG TAB
1416,MERCAPTOPURINA ,50 MG TAB
1417,MERCAPTOPURINA ,50 MG TAB
1418,MERCAPTOPURINA ,50 MG TAB
1419,MERCAPTOPURINA ,50 MG TAB
1420,MERCAPTOPURINA ,50 MG TAB
1421,MERCAPTOPURINA ,50 MG TAB
1422,MERCAPTOPURINA ,50 MG TAB
1423,MERCAPTOPURINA ,50 MG TAB
1424,SODIUM METHOTREXATE ,2.5 MG TAB
1425,SODIUM METHOTREXATE ,2.5 MG TAB
1426,SODIUM METHOTREXATE ,2.5 MG TAB
1427,SODIUM METHOTREXATE ,2.5 MG TAB
1428,SODIUM METHOTREXATE ,2.5 MG TAB
1429,SODIUM METHOTREXATE ,2.5 MG TAB
1430,SODIUM METHOTREXATE ,2.5 MG TAB
1431,SODIUM METHOTREXATE ,2.5 MG TAB
1432,SODIUM METHOTREXATE ,2.5 MG TAB
1433,SODIUM METHOTREXATE ,2.5 MG TAB
1434,SODIUM METHOTREXATE ,2.5 MG TAB
1435,SODIUM METHOTREXATE ,2.5 MG TAB
1436,SODIUM METHOTREXATE ,2.5 MG TAB
1437,SODIUM METHOTREXATE ,2.5 MG TAB
1438,SODIUM METHOTREXATE ,2.5 MG TAB
1439,SODIUM METHOTREXATE ,2.5 MG TAB
1440,SODIUM METHOTREXATE ,2.5 MG TAB
1441,SODIUM METHOTREXATE ,2.5 MG TAB
1442,SODIUM METHOTREXATE ,2.5 MG TAB
1443,SODIUM METHOTREXATE ,2.5 MG TAB
1444,SODIUM METHOTREXATE ,2.5 MG TAB
1445,SODIUM METHOTREXATE ,2.5 MG TAB
1446,SODIUM METHOTREXATE ,2.5 MG TAB
1447,SODIUM METHOTREXATE ,2.5 MG TAB
1448,SODIUM METHOTREXATE ,2.5 MG TAB
1449,SODIUM METHOTREXATE ,2.5 MG TAB
1450,SODIUM METHOTREXATE ,2.5 MG TAB
1451,SODIUM METHOTREXATE ,2.5 MG TAB
1452,SODIUM METHOTREXATE ,2.5 MG TAB
1453,SODIUM METHOTREXATE ,2.5 MG TAB
1454,SODIUM METHOTREXATE ,2.5 MG TAB
1455,SODIUM METHOTREXATE ,2.5 MG TAB
1456,SODIUM METHOTREXATE ,2.5 MG TAB
1457,SODIUM METHOTREXATE ,2.5 MG TAB
1458,SODIUM METHOTREXATE ,2.5 MG TAB
1459,SODIUM METHOTREXATE ,2.5 MG TAB
1460,SODIUM METHOTREXATE ,2.5 MG TAB
1461,SODIUM METHOTREXATE ,2.5 MG TAB
1462,SODIUM METHOTREXATE ,2.5 MG TAB
1463,SODIUM METHOTREXATE ,2.5 MG TAB
1464,SODIUM METHOTREXATE ,2.5 MG TAB
1465,SODIUM METHOTREXATE ,2.5 MG TAB
1466,SODIUM METHOTREXATE ,2.5 MG TAB
1467,SODIUM METHOTREXATE ,2.5 MG TAB
1468,SODIUM METHOTREXATE ,2.5 MG TAB
1469,SODIUM METHOTREXATE ,2.5 MG TAB
1470,SODIUM METHOTREXATE ,2.5 MG TAB
1471,SODIUM METHOTREXATE ,2.5 MG TAB
1472,SODIUM METHOTREXATE ,2.5 MG TAB
1473,SODIUM METHOTREXATE ,2.5 MG TAB
1474,SODIUM METHOTREXATE ,2.5 MG TAB
1475,SODIUM METHOTREXATE ,2.5 MG TAB
1476,SODIUM METHOTREXATE ,2.5 MG TAB
1477,SODIUM METHOTREXATE ,2.5 MG TAB
1478,SODIUM METHOTREXATE ,2.5 MG TAB
1479,SODIUM METHOTREXATE ,2.5 MG TAB
1480,SODIUM METHOTREXATE ,2.5 MG TAB
1481,SODIUM METHOTREXATE ,2.5 MG TAB
1482,SODIUM METHOTREXATE ,2.5 MG TAB
1483,METOTREXATO ,50 MG
1484,METOTREXATO ,50 MG
1485,METOTREXATO ,50 MG
1486,METOTREXATO ,50 MG
1487,METOTREXATO ,50 MG
1488,METOTREXATO ,50 MG
1489,METOTREXATO ,50 MG
1490,METOTREXATO ,50 MG
1491,METOTREXATO ,50 MG
1492,METOTREXATO ,50 MG
1493,METOTREXATO ,50 MG
1494,METOTREXATO ,50 MG
1495,METOTREXATO ,50 MG
1496,METOTREXATO ,50 MG
1497,METOTREXATO ,50 MG
1498,METOTREXATO ,500 MG
1499,METOTREXATO ,500 MG
1500,METOTREXATO ,500 MG
1501,METOTREXATO ,500 MG
1502,METOTREXATO ,500 MG
1503,METOTREXATO ,500 MG
1504,METOTREXATO ,500 MG
1505,VINCRISTINE SULFATO ,1 MG
1506,VINCRISTINE SULFATO ,1 MG
1507,VINCRISTINE SULFATO ,1 MG
1508,VINCRISTINE SULFATO ,1 MG
1509,VINCRISTINE SULFATO ,1 MG
1510,VINCRISTINE SULFATO ,1 MG
1511,VINCRISTINE SULFATO ,1 MG
1512,VINCRISTINE SULFATO ,1 MG
1513,VINCRISTINE SULFATO ,1 MG
1514,VINCRISTINE SULFATO ,1 MG
1515,VINCRISTINE SULFATO ,1 MG
1516,VINCRISTINE SULFATO ,1 MG
1517,VINCRISTINE SULFATO ,1 MG
1518,CAPECITABINA ,500 MG TAB
1519,CAPECITABINA ,500 MG TAB
1520,CAPECITABINA ,500 MG TAB
1521,CAPECITABINA ,500 MG TAB
1522,CAPECITABINA ,500 MG TAB
1523,CAPECITABINA ,500 MG TAB
1524,CAPECITABINA ,500 MG TAB
1525,CAPECITABINA ,500 MG TAB
1526,CAPECITABINA ,500 MG TAB
1527,CAPECITABINA ,500 MG TAB
1528,CAPECITABINA ,500 MG TAB
1529,CAPECITABINA ,500 MG TAB
1530,CAPECITABINA ,500 MG TAB
1531,CAPECITABINA ,500 MG TAB
1532,CAPECITABINA ,500 MG TAB
1533,CAPECITABINA ,500 MG TAB
1534,CAPECITABINA ,500 MG TAB
1535,CAPECITABINA ,500 MG TAB
1536,TAMOXIFENO CITRATE ,20 MG TAB
1537,TAMOXIFENO CITRATE ,20 MG TAB
1538,TAMOXIFENO CITRATE ,20 MG TAB
1539,TAMOXIFENO CITRATE ,20 MG TAB
1540,TAMOXIFENO CITRATE ,20 MG TAB
1541,TAMOXIFENO CITRATE ,20 MG TAB
1542,TAMOXIFENO CITRATE ,20 MG TAB
1543,TAMOXIFENO CITRATE ,20 MG TAB
1544,TAMOXIFENO CITRATE ,20 MG TAB
1545,TAMOXIFENO CITRATE ,20 MG TAB
1546,TAMOXIFENO CITRATE ,20 MG TAB
1547,TAMOXIFENO CITRATE ,20 MG TAB
1548,TAMOXIFENO CITRATE ,20 MG TAB
1549,TAMOXIFENO CITRATE ,20 MG TAB
1550,TAMOXIFENO CITRATE ,20 MG TAB
1551,TAMOXIFENO CITRATE ,20 MG TAB
1552,TAMOXIFENO CITRATE ,20 MG TAB
1553,TAMOXIFENO CITRATE ,20 MG TAB
1554,TAMOXIFENO CITRATE ,20 MG TAB
1555,TAMOXIFENO CITRATE ,20 MG TAB
1556,TAMOXIFENO CITRATE ,20 MG TAB
1557,TAMOXIFENO CITRATE ,20 MG TAB
1558,TAMOXIFENO CITRATE ,20 MG TAB
1559,TAMOXIFENO CITRATE ,20 MG TAB
1560,MESNA ,100 MG/ML INY 4 ML
1561,MESNA ,100 MG/ML INY 4 ML
1562,MESNA ,100 MG/ML INY 4 ML
1563,MESNA ,100 MG/ML INY 4 ML
1564,MESNA ,100 MG/ML INY 4 ML
1565,MESNA ,100 MG/ML INY 4 ML
1566,MESNA ,100 MG/ML INY 4 ML
1567,MESNA ,100 MG/ML INY 4 ML
1568,MESNA ,100 MG/ML INY 4 ML
1569,MESNA ,100 MG/ML INY 4 ML
1570,MESNA ,100 MG/ML INY 4 ML
1571,MESNA ,100 MG/ML INY 4 ML
1572,MESNA ,100 MG/ML INY 4 ML
1573,MESNA ,100 MG/ML INY 4 ML
1574,MESNA ,100 MG/ML INY 4 ML
1575,MESNA ,100 MG/ML INY 4 ML
1576,MESNA ,100 MG/ML INY 4 ML
1577,MESNA ,100 MG/ML INY 4 ML
1578,MESNA ,100 MG/ML INY 4 ML
1579,PACLITAXEL ,300 MG INY 50ML
1580,PACLITAXEL ,300 MG INY 50ML
1581,PACLITAXEL ,300 MG INY 50ML
1582,PACLITAXEL ,300 MG INY 50ML
1583,PACLITAXEL ,300 MG INY 50ML
1584,PACLITAXEL ,300 MG INY 50ML
1585,TRASTUZUMAB ,120 MG/ML INY 5 ML
1586,TRASTUZUMAB ,120 MG/ML INY 5 ML
1587,TRASTUZUMAB ,120 MG/ML INY 5 ML
1588,TRASTUZUMAB ,120 MG/ML INY 5 ML
1589,TRASTUZUMAB ,120 MG/ML INY 5 ML
1590,TRASTUZUMAB ,120 MG/ML INY 5 ML
1591,TRASTUZUMAB ,120 MG/ML INY 5 ML
1592,TRASTUZUMAB ,120 MG/ML INY 5 ML
1593,TRASTUZUMAB ,120 MG/ML INY 5 ML
1594,TRASTUZUMAB ,120 MG/ML INY 5 ML
1595,TRASTUZUMAB ,120 MG/ML INY 5 ML
1596,MERCAPTOPURINA ,50 MG TAB
1597,MERCAPTOPURINA ,50 MG TAB
1598,MERCAPTOPURINA ,50 MG TAB
1599,MERCAPTOPURINA ,50 MG TAB
1600,MERCAPTOPURINA ,50 MG TAB
1601,MERCAPTOPURINA ,50 MG TAB
1602,MERCAPTOPURINA ,50 MG TAB
1603,MERCAPTOPURINA ,50 MG TAB
1604,PACLITAXEL ,100 MG/16.7 ML  INY
1605,PACLITAXEL ,100 MG/16.7 ML  INY
1606,PACLITAXEL ,100 MG/16.7 ML  INY
1607,PACLITAXEL ,100 MG/16.7 ML  INY
1608,PACLITAXEL ,100 MG/16.7 ML  INY
1609,PACLITAXEL ,100 MG/16.7 ML  INY
1610,PACLITAXEL ,100 MG/16.7 ML  INY
1611,PACLITAXEL ,100 MG/16.7 ML  INY
1612,PACLITAXEL ,100 MG/16.7 ML  INY
1613,PACLITAXEL ,100 MG/16.7 ML  INY
1614,PACLITAXEL ,100 MG/16.7 ML  INY
1615,PACLITAXEL ,100 MG/16.7 ML  INY
1616,PACLITAXEL ,30 MG INY 5 ML
1617,PACLITAXEL ,30 MG INY 5 ML
1618,PACLITAXEL ,30 MG INY 5 ML
1619,PACLITAXEL ,30 MG INY 5 ML
1620,PACLITAXEL ,30 MG INY 5 ML
1621,PACLITAXEL ,30 MG INY 5 ML
1622,IFOSFAMIDA ,1 G INY
1623,IFOSFAMIDA ,1 G INY
1624,IFOSFAMIDA ,1 G INY
1625,IFOSFAMIDA ,1 G INY
1626,IFOSFAMIDA ,1 G INY
1627,IFOSFAMIDA ,1 G INY
1628,IFOSFAMIDA ,1 G INY
1629,IFOSFAMIDA ,1 G INY
1630,IFOSFAMIDA ,1 G INY
1631,IFOSFAMIDA ,1 G INY
1632,IFOSFAMIDA ,1 G INY
1633,IFOSFAMIDA ,1 G INY
1634,RITUXIMAB ,100 MG/10 ML INY 10 ML
1635,RITUXIMAB ,100 MG/10 ML INY 10 ML
1636,RITUXIMAB ,100 MG/10 ML INY 10 ML
1637,RITUXIMAB ,100 MG/10 ML INY 10 ML
1638,RITUXIMAB ,100 MG/10 ML INY 10 ML
1639,RITUXIMAB ,100 MG/10 ML INY 10 ML
